source_lang,target_lang,source_text,target_text
ja,hi,おやすみなさい,शुभ रात्रि
ja,en,私は学生です,I am a student
te,ja,మీరు ఎలా ఉన్నారు,お元気ですか
en,hi,How are you,आप कैसे हैं
en,te,Good night,శుభ రాత్రి
hi,en,स्वागत है,Welcome
ja,te,私は学生です,నేను విద్యార్థిని
hi,te,मुझे प्रोग्रामिंग पसंद है,నాకు ప్రోగ్రామింగ్ ఇష్టం
en,hi,Hello,नमस्ते
ja,hi,お元気ですか,आप कैसे हैं
pa,hi,ਧੰਨਵਾਦ,धन्यवाद
hi,pa,मुझे प्रोग्रामिंग पसंद है,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
en,te,How are you,మీరు ఎలా ఉన్నారు
en,te,Thank you,ధన్యవాదాలు
ja,en,私は学生です,I am a student
te,ja,ధన్యవాదాలు,ありがとうございます
pa,hi,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,मुझे प्रोग्रामिंग पसंद है
en,pa,I am a student,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
pa,te,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,నాకు ప్రోగ్రామింగ్ ఇష్టం
en,ja,Welcome,ようこそ
te,pa,నేను విద్యార్థిని,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
te,ja,నాకు ప్రోగ్రామింగ్ ఇష్టం,私はプログラミングが好きです
pa,ja,ਸ਼ੁਭ ਰਾਤ,おやすみなさい
pa,ja,ਸਵਾਗਤ ਹੈ,ようこそ
en,hi,I love programming,मुझे प्रोग्रामिंग पसंद है
ja,en,おはようございます,Good morning
en,hi,I love programming,मुझे प्रोग्रामिंग पसंद है
ja,te,こんにちは,నమస్తే
te,en,ధన్యవాదాలు,Thank you
pa,ja,ਸਵਾਗਤ ਹੈ,ようこそ
te,en,ఇది నా పుస్తకం,This is my book
pa,en,ਸਵਾਗਤ ਹੈ,Welcome
en,te,I love programming,నాకు ప్రోగ్రామింగ్ ఇష్టం
pa,ja,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,私はプログラミングが好きです
ja,hi,おはようございます,सुप्रभात
te,hi,నాకు ప్రోగ్రామింగ్ ఇష్టం,मुझे प्रोग्रामिंग पसंद है
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
hi,ja,नमस्ते,こんにちは
en,pa,I love programming,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
ja,te,おはようございます,శుభోదయం
te,en,నేను విద్యార్థిని,I am a student
en,te,Thank you,ధన్యవాదాలు
te,pa,శుభోదయం,ਸ਼ੁਭ ਸਵੇਰ
pa,te,ਧੰਨਵਾਦ,ధన్యవాదాలు
hi,en,मुझे प्रोग्रामिंग पसंद है,I love programming
pa,hi,ਸ਼ੁਭ ਰਾਤ,शुभ रात्रि
en,hi,How are you,आप कैसे हैं
te,pa,నేను విద్యార్థిని,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
te,en,నాకు ప్రోగ్రామింగ్ ఇష్టం,I love programming
hi,pa,नमस्ते,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
pa,hi,ਧੰਨਵਾਦ,धन्यवाद
ja,hi,おはようございます,सुप्रभात
en,pa,Hello,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
en,te,I love programming,నాకు ప్రోగ్రామింగ్ ఇష్టం
ja,en,私はプログラミングが好きです,I love programming
hi,en,मैं एक छात्र हूँ,I am a student
hi,pa,धन्यवाद,ਧੰਨਵਾਦ
ja,te,ありがとうございます,ధన్యవాదాలు
ja,te,お元気ですか,మీరు ఎలా ఉన్నారు
pa,ja,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,私はプログラミングが好きです
hi,pa,मुझे मदद चाहिए,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
en,pa,Welcome,ਸਵਾਗਤ ਹੈ
pa,ja,ਸ਼ੁਭ ਸਵੇਰ,おはようございます
hi,te,आप कैसे हैं,మీరు ఎలా ఉన్నారు
te,pa,శుభ రాత్రి,ਸ਼ੁਭ ਰਾਤ
te,en,ధన్యవాదాలు,Thank you
en,te,Thank you,ధన్యవాదాలు
ja,hi,助けが必要です,मुझे मदद चाहिए
te,en,శుభోదయం,Good morning
pa,en,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,I am a student
ja,hi,お元気ですか,आप कैसे हैं
ja,te,おはようございます,శుభోదయం
pa,hi,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,आप कैसे हैं
en,ja,How are you,お元気ですか
en,te,Welcome,స్వాగతం
te,ja,నాకు సహాయం కావాలి,助けが必要です
te,en,స్వాగతం,Welcome
te,hi,నాకు సహాయం కావాలి,मुझे मदद चाहिए
te,ja,శుభ రాత్రి,おやすみなさい
te,hi,మీరు ఎలా ఉన్నారు,आप कैसे हैं
pa,hi,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,नमस्ते
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
en,hi,How are you,आप कैसे हैं
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
ja,hi,私は学生です,मैं एक छात्र हूँ
te,hi,ధన్యవాదాలు,धन्यवाद
ja,hi,これは私の本です,यह मेरी किताब है
pa,te,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,నేను విద్యార్థిని
hi,pa,धन्यवाद,ਧੰਨਵਾਦ
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
te,ja,శుభోదయం,おはようございます
te,pa,నమస్తే,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
hi,pa,नमस्ते,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
ja,hi,こんにちは,नमस्ते
en,hi,Welcome,स्वागत है
hi,te,सुप्रभात,శుభోదయం
pa,ja,ਸਵਾਗਤ ਹੈ,ようこそ
pa,en,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,How are you
ja,te,ようこそ,స్వాగతం
pa,hi,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,मुझे मदद चाहिए
ja,te,おはようございます,శుభోదయం
pa,hi,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,यह मेरी किताब है
pa,te,ਧੰਨਵਾਦ,ధన్యవాదాలు
en,te,I need help,నాకు సహాయం కావాలి
hi,te,नमस्ते,నమస్తే
ja,hi,これは私の本です,यह मेरी किताब है
ja,hi,おはようございます,सुप्रभात
pa,te,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,నేను విద్యార్థిని
ja,pa,おはようございます,ਸ਼ੁਭ ਸਵੇਰ
en,te,Good morning,శుభోదయం
pa,en,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,This is my book
hi,ja,मुझे मदद चाहिए,助けが必要です
te,en,ధన్యవాదాలు,Thank you
pa,hi,ਧੰਨਵਾਦ,धन्यवाद
pa,te,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,మీరు ఎలా ఉన్నారు
ja,pa,ようこそ,ਸਵਾਗਤ ਹੈ
hi,en,यह मेरी किताब है,This is my book
hi,pa,मैं एक छात्र हूँ,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
te,ja,నమస్తే,こんにちは
ja,te,おはようございます,శుభోదయం
hi,te,मुझे प्रोग्रामिंग पसंद है,నాకు ప్రోగ్రామింగ్ ఇష్టం
en,te,Welcome,స్వాగతం
ja,te,助けが必要です,నాకు సహాయం కావాలి
hi,ja,धन्यवाद,ありがとうございます
en,pa,Good morning,ਸ਼ੁਭ ਸਵੇਰ
hi,pa,शुभ रात्रि,ਸ਼ੁਭ ਰਾਤ
en,hi,Hello,नमस्ते
pa,en,ਸਵਾਗਤ ਹੈ,Welcome
ja,te,これは私の本です,ఇది నా పుస్తకం
en,te,This is my book,ఇది నా పుస్తకం
en,te,How are you,మీరు ఎలా ఉన్నారు
pa,hi,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,मुझे मदद चाहिए
hi,en,नमस्ते,Hello
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
te,ja,నాకు ప్రోగ్రామింగ్ ఇష్టం,私はプログラミングが好きです
pa,ja,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,これは私の本です
en,pa,How are you,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
pa,ja,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,助けが必要です
en,hi,I love programming,मुझे प्रोग्रामिंग पसंद है
en,pa,Good night,ਸ਼ੁਭ ਰਾਤ
hi,pa,मैं एक छात्र हूँ,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
en,te,Thank you,ధన్యవాదాలు
hi,ja,मुझे प्रोग्रामिंग पसंद है,私はプログラミングが好きです
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
en,te,I need help,నాకు సహాయం కావాలి
hi,te,नमस्ते,నమస్తే
te,pa,నమస్తే,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
ja,en,お元気ですか,How are you
pa,hi,ਸ਼ੁਭ ਰਾਤ,शुभ रात्रि
ja,hi,助けが必要です,मुझे मदद चाहिए
en,pa,Good night,ਸ਼ੁਭ ਰਾਤ
hi,ja,नमस्ते,こんにちは
ja,en,助けが必要です,I need help
en,pa,Thank you,ਧੰਨਵਾਦ
te,en,నేను విద్యార్థిని,I am a student
en,te,Good night,శుభ రాత్రి
ja,en,助けが必要です,I need help
en,pa,Thank you,ਧੰਨਵਾਦ
te,ja,మీరు ఎలా ఉన్నారు,お元気ですか
ja,en,こんにちは,Hello
en,hi,I am a student,मैं एक छात्र हूँ
ja,te,こんにちは,నమస్తే
hi,en,सुप्रभात,Good morning
pa,hi,ਸਵਾਗਤ ਹੈ,स्वागत है
pa,hi,ਸ਼ੁਭ ਰਾਤ,शुभ रात्रि
ja,te,おはようございます,శుభోదయం
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
hi,en,यह मेरी किताब है,This is my book
en,hi,This is my book,यह मेरी किताब है
pa,ja,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,助けが必要です
en,te,Welcome,స్వాగతం
en,pa,How are you,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
en,te,Thank you,ధన్యవాదాలు
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
hi,te,नमस्ते,నమస్తే
te,hi,నాకు ప్రోగ్రామింగ్ ఇష్టం,मुझे प्रोग्रामिंग पसंद है
hi,en,सुप्रभात,Good morning
hi,te,आप कैसे हैं,మీరు ఎలా ఉన్నారు
te,ja,మీరు ఎలా ఉన్నారు,お元気ですか
pa,hi,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,मैं एक छात्र हूँ
en,ja,Thank you,ありがとうございます
en,pa,I am a student,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
hi,te,स्वागत है,స్వాగతం
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
ja,en,おはようございます,Good morning
pa,hi,ਸ਼ੁਭ ਸਵੇਰ,सुप्रभात
ja,te,私はプログラミングが好きです,నాకు ప్రోగ్రామింగ్ ఇష్టం
te,ja,నేను విద్యార్థిని,私は学生です
pa,hi,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,मुझे प्रोग्रामिंग पसंद है
te,hi,ధన్యవాదాలు,धन्यवाद
te,en,నాకు ప్రోగ్రామింగ్ ఇష్టం,I love programming
te,ja,మీరు ఎలా ఉన్నారు,お元気ですか
ja,hi,助けが必要です,मुझे मदद चाहिए
hi,ja,यह मेरी किताब है,これは私の本です
en,hi,I am a student,मैं एक छात्र हूँ
pa,hi,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,नमस्ते
hi,en,मुझे प्रोग्रामिंग पसंद है,I love programming
en,ja,How are you,お元気ですか
hi,pa,स्वागत है,ਸਵਾਗਤ ਹੈ
pa,te,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,నాకు ప్రోగ్రామింగ్ ఇష్టం
en,ja,I love programming,私はプログラミングが好きです
en,te,I need help,నాకు సహాయం కావాలి
en,ja,I love programming,私はプログラミングが好きです
pa,hi,ਸ਼ੁਭ ਰਾਤ,शुभ रात्रि
pa,hi,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,मुझे प्रोग्रामिंग पसंद है
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
hi,ja,मैं एक छात्र हूँ,私は学生です
en,hi,I need help,मुझे मदद चाहिए
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
hi,te,स्वागत है,స్వాగతం
pa,en,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,I am a student
en,pa,This is my book,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
en,hi,I am a student,मैं एक छात्र हूँ
en,pa,Thank you,ਧੰਨਵਾਦ
ja,te,ようこそ,స్వాగతం
pa,te,ਧੰਨਵਾਦ,ధన్యవాదాలు
ja,en,おやすみなさい,Good night
hi,pa,मैं एक छात्र हूँ,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
hi,te,नमस्ते,నమస్తే
ja,hi,お元気ですか,आप कैसे हैं
hi,pa,नमस्ते,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
en,hi,I am a student,मैं एक छात्र हूँ
en,pa,How are you,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
ja,pa,おはようございます,ਸ਼ੁਭ ਸਵੇਰ
hi,en,मुझे प्रोग्रामिंग पसंद है,I love programming
hi,pa,स्वागत है,ਸਵਾਗਤ ਹੈ
hi,te,स्वागत है,స్వాగతం
pa,te,ਸ਼ੁਭ ਸਵੇਰ,శుభోదయం
te,pa,శుభ రాత్రి,ਸ਼ੁਭ ਰਾਤ
en,te,Thank you,ధన్యవాదాలు
te,en,స్వాగతం,Welcome
ja,te,ようこそ,స్వాగతం
ja,en,ありがとうございます,Thank you
ja,en,こんにちは,Hello
ja,pa,私は学生です,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
te,en,నాకు సహాయం కావాలి,I need help
hi,pa,मैं एक छात्र हूँ,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
pa,en,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,Hello
hi,pa,मुझे मदद चाहिए,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
hi,pa,मुझे प्रोग्रामिंग पसंद है,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
pa,te,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,నమస్తే
ja,pa,おはようございます,ਸ਼ੁਭ ਸਵੇਰ
pa,ja,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,お元気ですか
pa,hi,ਧੰਨਵਾਦ,धन्यवाद
hi,pa,मुझे प्रोग्रामिंग पसंद है,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
ja,pa,助けが必要です,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
pa,te,ਧੰਨਵਾਦ,ధన్యవాదాలు
